0.000000000000000000e+00 1.010101010101010104e+02 1.010101010101010104e+02 1.010101010101010104e+02 1.010101010101010104e+02
1.000000000000000021e-02 9.399256273791542071e+01 9.724237488058801171e-01 4.648465348545150477e-01 1.329753442068096270e+01
2.000000000000000042e-02 8.868109895841061530e+01 6.270514151675873338e-01 2.425232525252624394e-01 1.147753442068096064e+01
2.999999999999999889e-02 8.659008429917614080e+01 3.454323034383336988e-01 1.616161617161717134e-01 9.717198560542055219e+00
4.000000000000000083e-02 8.436598278177503119e+01 2.539242234283324295e-01 1.212121213131213127e-01 9.696198560537053979e+00
5.000000000000000278e-02 8.015824448723429896e+01 2.320202024192619117e-01 1.010101010101010083e-01 9.696198543637054357e+00
5.999999999999999778e-02 4.814376272545891311e+01 1.818141524192619096e-01 8.080808080809082083e-02 9.696198524337054536e+00
7.000000000000000666e-02 4.483654098816155198e+01 1.614141315151517153e-01 7.070707070707070441e-02 9.696198524337054536e+00
8.000000000000000167e-02 4.367910732525053419e+01 1.412141315121211993e-01 6.060606060606060774e-02 9.696198524337054536e+00
8.999999999999999667e-02 4.244458207853163856e+01 1.411141315121212103e-01 6.060606060505060316e-02 4.376198524337054252e+00
1.000000000000000056e-01 4.159363446227165895e+01 1.011120909091108161e-01 5.050505050505050414e-02 4.375901524337054482e+00
1.100000000000000006e-01 4.059238967352565908e+01 8.091008070910081507e-02 5.050505040404049822e-02 4.375901524337054482e+00
1.199999999999999956e-01 3.975538835459352072e+01 8.080908070807080179e-02 4.040404040404040747e-02 4.375901524335226611e+00
1.300000000000000044e-01 3.905475773238786985e+01 8.080708070807079979e-02 4.040404040404040747e-02 4.371601524111226489e+00
1.400000000000000133e-01 3.704141582586227344e+01 7.080708070806079890e-02 4.040404040304040878e-02 4.367599244111227463e+00
1.499999999999999944e-01 3.549380346711936340e+01 7.080607070706071426e-02 3.030303030303030387e-02 4.367599244111227463e+00
1.600000000000000033e-01 3.458553350475644805e+01 7.070605070506071066e-02 3.030303030303030387e-02 4.367599244111227463e+00
1.700000000000000122e-01 3.268408684403792819e+01 5.060405060506049935e-02 3.030303030303030387e-02 4.367599244111227463e+00
1.799999999999999933e-01 3.188057888021351616e+01 5.050405060405050578e-02 3.030303030303030387e-02 4.367599244111227463e+00
1.900000000000000022e-01 3.117331481722908748e+01 5.050405060405050578e-02 3.030303030303030387e-02 4.367598650311226294e+00
2.000000000000000111e-01 3.056114041355359490e+01 5.050405050405050444e-02 3.030203030202030523e-02 4.367598639911215663e+00
2.099999999999999922e-01 2.944749659946926457e+01 5.050405050405050444e-02 2.020202020202020374e-02 4.367598639911215663e+00
2.200000000000000011e-01 2.835154565245994362e+01 5.050404050405050277e-02 2.020202020202020374e-02 4.367598639911214775e+00
2.300000000000000100e-01 2.755008347362974774e+01 5.050404040405050143e-02 2.020202020202020374e-02 4.367598639811214767e+00
2.399999999999999911e-01 2.706681811956655181e+01 5.050404040404050249e-02 2.020202020202020374e-02 4.367598639811214767e+00
2.500000000000000000e-01 2.633075287434599332e+01 4.040404040404050462e-02 2.020202020202020374e-02 2.267598639811215122e+00
2.600000000000000089e-01 2.549771503062092037e+01 4.040404040404050462e-02 2.020202020202020374e-02 2.107598639811214980e+00
2.700000000000000178e-01 2.460534512764882820e+01 4.040404040404050462e-02 2.020202020202020374e-02 2.107362639811215299e+00
2.800000000000000266e-01 2.409058226654157764e+01 4.040404030404050328e-02 2.020202020202020374e-02 2.107362639810255178e+00
2.899999999999999800e-01 2.296000682193547249e+01 4.040304030403050334e-02 2.020202020202020374e-02 1.727362639685255274e+00
2.999999999999999889e-01 2.247924857862340886e+01 4.030303030403050574e-02 2.020202020202020374e-02 1.727362639685255274e+00
3.099999999999999978e-01 2.181789002491026253e+01 3.030303030403040665e-02 2.020202020202020374e-02 1.727362639685255274e+00
3.200000000000000067e-01 2.118658582240413679e+01 3.030303030303030387e-02 2.020202020202020374e-02 1.727362639685255274e+00
3.300000000000000155e-01 2.065487632870104306e+01 3.030202030203030250e-02 2.020202020202020374e-02 1.715562639685255242e+00
