0.000000000000000000e+00 8.478616632012975884e+00 8.478616632012975884e+00 8.478616632012975884e+00 8.478616632012975884e+00
1.000000000000000021e-02 8.068097612893263104e+00 6.482075064567982547e-01 9.289807706828034917e-01 2.873895237921213486e+00
2.000000000000000042e-02 7.576896518263119162e+00 4.541313142485543519e-01 9.267537106607961483e-01 2.693881233811213693e+00
2.999999999999999889e-02 7.306747507938715636e+00 2.529272138403426129e-01 9.251455073477962143e-01 1.183881030684803548e+00
4.000000000000000083e-02 6.706244693436018700e+00 1.622272028402825250e-01 7.339363862377740189e-01 9.338807706768035288e-01
5.000000000000000278e-02 6.275023693433158911e+00 1.619181720362620203e-01 5.232283548275631357e-01 9.275807706751634241e-01
5.999999999999999778e-02 3.812966633132997885e+00 1.313161517121513022e-01 4.029242841274822129e-01 9.275807706377960926e-01
7.000000000000000666e-02 2.302958631330947359e+00 1.212161114111210136e-01 3.125212235214819279e-01 9.267435106377946985e-01
8.000000000000000167e-02 2.270999591227776282e+00 9.091607081110102129e-02 2.619191928193516095e-01 9.235365106277947378e-01
8.999999999999999667e-02 2.247884260525105482e+00 9.090907080810101126e-02 1.917161624162714295e-01 7.335285073277947321e-01
1.000000000000000056e-01 2.217554209113064445e+00 9.090907080810101126e-02 1.616141319142213040e-01 7.329283573277948216e-01
1.100000000000000006e-01 2.197149069109061603e+00 9.090807080808101237e-02 1.413131217121811056e-01 3.329282835275620411e-01
1.199999999999999956e-01 1.596748029107061484e+00 9.070707080808070033e-02 1.111121115111510238e-01 3.127242835215119365e-01
1.300000000000000044e-01 1.556747029094021295e+00 7.070707080807070444e-02 1.010100914091410090e-01 3.125212835214819518e-01
1.400000000000000133e-01 1.366747028978018585e+00 7.070607080606071404e-02 9.090908120812081494e-02 3.125211435214819145e-01
1.499999999999999944e-01 1.356446918478014796e+00 6.070607080606060107e-02 8.080807100810080690e-02 2.625201422184816336e-01
1.600000000000000033e-01 9.364469167699266405e-01 6.070606080606059940e-02 7.070807090709070597e-02 1.825201422154816289e-01
